what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411329214735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411329217325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411329222742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411329225556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411329226874
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411329230334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411329230647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411329233454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411329235102
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1411329235119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411329235540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411329236354
